144552912,9.3498486,56.7408757,17.05277157
144552912,9.3501884,56.7406785,17.61484024
144552912,9.3505485,56.7405445,18.08353564
144552912,9.3508058,56.7404845,18.27946525
144552912,9.3510534,56.7404863,18.42297361
144552912,9.3514747,56.7405022,19.12488859
144552912,9.3521273,56.7405585,19.59059267
144552912,9.3524201,56.7405974,19.6217637
144552912,9.3525839,56.740629,19.65993092
144552912,9.3527255,56.7406626,19.49066956
144552912,9.3530759,56.7408002,19.2302682
144552912,9.353404,56.7409042,18.23328019
144552912,9.3537287,56.7409995,17.60084235
144552912,9.354179,56.7410594,17.64437939
144552912,9.354581,56.7411511,18.39748246
144552912,9.3547868,56.7412058,18.86455513
144552912,9.3551147,56.7412693,18.24772977
144552912,9.3553365,56.7412905,18.02012931
144552912,9.355581,56.7412975,18.32254409
144552912,8.5856624,57.0106364,32.07764061
42991631,8.5851822,57.0099725,28.71244752
42991631,8.5834239,57.0089128,24.66777052
42991631,8.5831331,57.0085517,21.81822584
42991631,8.5825621,57.0078424,17.14208105
42991631,8.5825197,57.0077898,17.03861437
42991631,8.5818832,57.0069995,14.27747728
42991631,8.5812759,57.0062707,14.07250751
42991632,8.5617847,57.0231006,22.4186816
42991632,8.5610765,57.0227781,20.54467049
42991632,8.560503,57.0228637,23.5659512
42991632,8.5595327,57.0230085,23.05730803
42991634,8.5052981,57.0427326,9.321312124
42991635,8.5053563,57.045265,7.945321858
42991635,8.5038165,57.0452699,6.835301876
42991636,8.5038165,57.0452699,7.036795202
42991637,8.5058627,57.0443316,8.868556617
42991637,8.5064511,57.0444156,8.644940337
42991637,8.5066534,57.0444345,8.677281461
42991637,8.5069191,57.0444476,8.855570955
42991637,8.5070322,57.0444408,8.641298912
42991637,8.5071685,57.0444222,8.866745026
42991637,8.5073621,57.0443894,8.875244931
42991637,8.5075176,57.0443477,8.861009793
42991637,8.5076101,57.0443768,8.836602256
42991637,8.5076473,57.0444173,9.027749837
42991637,8.5076518,57.0445107,8.836863382
42991638,8.5075176,57.0443477,8.940356548
42991638,8.5075775,57.0443127,8.866008063
42991638,8.5076333,57.0442689,8.95472908
42991638,8.507658,57.044215,9.101376197
42991638,8.5076612,57.0441594,9.178194704
42991638,8.5077825,57.0434855,9.627413299
42991638,8.5078162,57.0434553,9.435278616
42991641,8.5109209,57.0415404,11.44141941
42991642,8.5105537,57.0412931,11.23115666
42991643,8.5104987,57.0407147,11.59000247
42991643,8.5108529,57.0405045,11.25613892
42991644,8.5090345,57.0402727,11.39285291
42991644,8.5093407,57.0400268,11.83309039
42991644,8.5103032,57.0398273,11.29357445
42991644,8.5120992,57.0395103,12.17525085
42991644,8.5135412,57.0392283,12.11441883
42991644,8.5138592,57.0391655,12.06540103
42991644,8.5147731,57.0389894,12.74553233
42991645,8.5138592,57.0391655,12.40273837
42991646,8.5135412,57.0392283,12.47663833
42991646,8.5135308,57.039077,12.14527978
42991646,8.5133852,57.0388947,12.15556106
42991646,8.5128028,57.0385506,12.12860809
42991646,8.5126942,57.038338,12.0164842
42991646,8.5125974,57.0381735,12.40159269
125829151,9.9801245,56.6303015,54.08061969
125829151,9.982581,56.6305181,52.52212599
125829151,9.9867007,56.6312617,52.84769379
125829151,9.9930909,56.6332391,61.93815906
125829151,9.9934128,56.6333452,61.86858662
125829151,9.9953483,56.633563,66.81153098
125829151,9.9959662,56.6336758,68.419
125829151,9.9971721,56.6339171,72.3720785
125829151,9.9977471,56.6340534,74.58123447
125829151,9.9987815,56.6342829,78.52617527
125829151,9.999189,56.6342829,79.21319949
125829151,9.99979,56.6342356,80.27699782
125829151,10.0000475,56.6340941,81.26594054
125829152,9.9928806,56.634814,79.12079656
125829152,9.9931595,56.6347078,78.80423666
125829152,9.9933096,56.6345307,78.16532049
125829152,9.9938677,56.6341767,74.89667587
125829152,9.9945973,56.6338817,71.10913001
125829152,9.9952796,56.6336639,67.81899974
42991649,8.5040581,57.0349732,13.74818094
42991649,8.504651,57.0347101,14.98062521
42991649,8.5050406,57.034391,14.32841117
42991649,8.505441,57.0341125,13.78319337
42991649,8.5058769,57.0340657,14.04761184
42991649,8.506144,57.0341627,14.30578857
42991650,8.5047652,57.0361494,13.47570895
42991650,8.5054694,57.0358438,12.43060915
42991650,8.506267,57.035632,12.5430526
42991650,8.5059781,57.0352725,13.20186716
42991651,8.506267,57.035632,12.53091202
42991651,8.507655,57.0353607,12.80275412
42991651,8.5078432,57.035027,13.08675947
42991652,8.507655,57.0353607,12.62265851
42991652,8.5079715,57.0354688,12.5902768
42991653,8.5095782,57.0384223,12.26775682
42991654,8.5034799,57.034004,14.00361098
42991654,8.5031724,57.0340392,13.81034254
42991654,8.5022901,57.0342288,13.31068364
42991655,8.5031724,57.0340392,14.01664159
42991656,8.5001263,57.0330286,13.92533344
42991656,8.4964619,57.0337013,13.32394927
42991656,8.4956918,57.0338587,13.24134179
42991656,8.4937439,57.0346384,12.73058619
42991656,8.4928182,57.0349844,12.33363024
42991656,8.4924457,57.0350524,12.62572294
42991658,8.493561,57.0383121,10.14108842
42991658,8.4945638,57.038257,11.07004469
42991658,8.4950533,57.0382219,10.99866117
42991658,8.4951614,57.0385264,10.346055
42991658,8.4952613,57.0387225,9.79134331
42991658,8.4955789,57.0387604,10.37726876
42991659,8.4950533,57.0382219,10.91761466
